6e-05 1.66961e-10 1.49435e-21 0.0783166 2.14286e-05
0.00018 1.25221e-10 3.63128e-19 0.0783166 6.42857e-05
0.0003 1.04351e-10 4.66986e-18 0.0783166 0.000107143
0.00042 1.46091e-10 2.51156e-17 0.0783166 0.00015
0.00054 9.39155e-11 8.82402e-17 0.0783166 0.000192857
0.00066 1.14786e-10 2.40667e-16 0.0783166 0.000235714
0.00078 1.35656e-10 5.54843e-16 0.0783166 0.000278571
0.0009 1.56526e-10 1.13478e-15 0.0783166 0.000321429
0.00102 1.77396e-10 2.12177e-15 0.0783166 0.000364286
0.00114 9.91331e-11 3.70017e-15 0.0783166 0.000407143
0.00126 1.09568e-10 6.1031e-15 0.0783166 0.00045
0.00138 1.20003e-10 9.61818e-15 0.0783166 0.000492857
0.0015 1.30438e-10 1.45933e-14 0.0783166 0.000535714
0.00162 1.40873e-10 2.14424e-14 0.0783166 0.000578571
0.00174 1.51308e-10 3.06509e-14 0.0783166 0.000621429
0.00186 1.61743e-10 4.27821e-14 0.0783166 0.000664286
0.00198 1.72178e-10 5.84822e-14 0.0783166 0.000707143
0.0021 9.13068e-11 7.84863e-14 0.0783166 0.00075
0.00222 9.65243e-11 1.03624e-13 0.0783166 0.000792857
0.00234 1.01742e-10 1.34827e-13 0.0783166 0.000835714
0.00246 1.06959e-10 1.7313e-13 0.0783166 0.000878571
0.00258 1.12177e-10 2.19683e-13 0.0783166 0.000921429
0.0027 1.17394e-10 2.7575e-13 0.0783166 0.000964286
0.00282 1.22612e-10 3.42723e-13 0.0783166 0.00100714
0.00294 1.27829e-10 4.22118e-13 0.0783166 0.00105
0.00306 1.33047e-10 5.1559e-13 0.0783166 0.00109286
0.00318 1.38265e-10 6.24932e-13 0.0783166 0.00113571
0.0033 1.43482e-10 7.52085e-13 0.0783166 0.00117857
0.00342 1.487e-10 8.99141e-13 0.0783166 0.00122143
0.00354 1.53917e-10 1.06835e-12 0.0783166 0.00126429
0.00366 1.59135e-10 1.26213e-12 0.0783166 0.00130714
0.00378 1.64352e-10 1.48305e-12 0.0783166 0.00135
0.0039 1.6957e-10 1.73389e-12 0.0783166 0.00139286
0.00402 1.74787e-10 2.01757e-12 0.0783166 0.00143571
0.00414 9.00024e-11 2.33722e-12 0.0783166 0.00147857
0.00426 9.26112e-11 2.69616e-12 0.0783166 0.00152143
0.00438 9.52199e-11 3.0979e-12 0.0783166 0.00156429
0.0045 9.78287e-11 3.54617e-12 0.0783166 0.00160714
0.00462 1.00437e-10 4.0449e-12 0.0783166 0.00165
0.00474 1.03046e-10 4.59821e-12 0.0783166 0.00169286
0.00486 1.05655e-10 5.21049e-12 0.0783166 0.00173571
0.00498 1.08264e-10 5.88632e-12 0.0783166 0.00177857
0.0051 1.10872e-10 6.63053e-12 0.0783166 0.00182143
0.00522 1.13481e-10 7.44818e-12 0.0783166 0.00186429
0.00534 1.1609e-10 8.34457e-12 0.0783166 0.00190714
0.00546 1.18699e-10 9.32525e-12 0.0783166 0.00195
0.00558 1.21308e-10 1.03961e-11 0.0783166 0.00199286
0.0057 1.23916e-10 1.1563e-11 0.0783166 0.00203571
0.00582 1.26525e-10 1.28325e-11 0.0783166 0.00207857
0.00594 1.29134e-10 1.42112e-11 0.0783166 0.00212143
0.00606 1.31743e-10 1.57058e-11 0.0783166 0.00216429
0.00618 1.34351e-10 1.73237e-11 0.0783166 0.00220714
0.0063 1.3696e-10 1.90722e-11 0.0783166 0.00225
0.00642 1.39569e-10 2.09591e-11 0.0783166 0.00229286
0.00654 1.42178e-10 2.29925e-11 0.0783166 0.00233571
0.00666 1.44786e-10 2.51807e-11 0.0783166 0.00237857
0.00678 1.47395e-10 2.75325e-11 0.0783166 0.00242143
0.0069 1.50004e-10 3.00568e-11 0.0783166 0.00246429
0.00702 1.52613e-10 3.2763e-11 0.0783166 0.00250714
0.00714 1.55222e-10 3.56606e-11 0.0783166 0.00255
0.00726 1.5783e-10 3.87597e-11 0.0783166 0.00259286
0.00738 1.60439e-10 4.20707e-11 0.0783166 0.00263571
0.0075 1.63048e-10 4.56041e-11 0.0783166 0.00267857
0.00762 1.65657e-10 4.9371e-11 0.0783166 0.00272143
